"Package"	"LibPath"	"Version"	"Priority"	"Depends"	"Imports"	"LinkingTo"	"Suggests"	"Enhances"	"License"	"License_is_FOSS"	"License_restricts_use"	"OS_type"	"MD5sum"	"NeedsCompilation"	"Built"	"Published"	"Repository"	"RemoteUrl"	"RemoteSha"	"biocViews"
"methods"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"4.6.1"	"base"		"utils, stats"		"codetools"		"Part of R 4.6.1"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:19:12 UTC; windows"					
"mgcv"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"1.9-4"	"recommended"	"R (>= 4.4.0), nlme (>= 3.1-64)"	"methods, stats, graphics, Matrix, splines, utils"		"parallel, survival, MASS"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:33:21 UTC; windows"		"CRAN"			
"mime"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.13"			"tools"				"GPL"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-08-19 11:46:07 UTC; windows"		"CRAN"			
"miniUI"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.1.2"			"shiny (>= 0.13), htmltools (>= 0.3), utils"				"GPL-3"					"no"	"R 4.6.1; ; 2026-09-09 03:20:08 UTC; windows"		"CRAN"			
"minqa"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"1.2.8"			"Rcpp (>= 0.9.10)"	"Rcpp"			"GPL-2"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 01:55:53 UTC; windows"		"CRAN"			
"modelr"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"0.1.11"		"R (>= 3.2)"	"broom, magrittr, purrr (>= 0.2.2), rlang (>= 1.0.6), tibble,
tidyr (>= 0.8.0), tidyselect, vctrs"		"compiler, covr, ggplot2, testthat (>= 3.0.0)"		"GPL-3"					"no"	"R 4.6.1; ; 2026-09-09 04:38:15 UTC; windows"		"CRAN"			
"network"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"1.20.0"		"R (>= 2.10), utils"	"tibble, magrittr, statnet.common (>= 4.5), stats"		"sna, testthat, covr"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 03:04:33 UTC; windows"		"CRAN"			
"nlme"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"3.1-169"	"recommended"	"R (>= 3.6.0)"	"graphics, stats, utils, lattice"		"MASS, SASmixed"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:30:23 UTC; windows"		"CRAN"			
"nloptr"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"2.2.1"					"knitr, rmarkdown, covr, tinytest"		"LGPL (>= 3)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:01 UTC; windows"		"CRAN"			
"nnet"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"7.3-20"	"recommended"	"R (>= 3.0.0), stats, utils"			"MASS"		"GPL-2 | GPL-3"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:33:09 UTC; windows"		"CRAN"			
"numDeriv"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2016.8-1.1"		"R (>= 2.11.1)"					"GPL-2"					"no"	"R 4.6.1; ; 2026-08-19 11:46:08 UTC; windows"		"CRAN"			
"openssl"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.4.2"			"askpass"		"curl, testthat (>= 2.1.0), digest, knitr, rmarkdown,
jsonlite, jose, sodium"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 02:21:03 UTC; windows"		"CRAN"			
"otel"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.2.0"		"R (>= 3.6.0)"			"callr, cli, glue, jsonlite, otelsdk, processx, shiny,
spelling, testthat (>= 3.0.0), utils, withr"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 00:54:04 UTC; windows"		"CRAN"			
"pROC"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.19.1"		"R (>= 2.14)"	"methods, Rcpp (>= 0.11.1)"	"Rcpp"	"MASS, logcondens, testthat, vdiffr, ggplot2, rlang, knitr,
rmarkdown"		"GPL (>= 3)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-02 01:28:32 UTC; windows"		"CRAN"			
"parallel"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"4.6.1"	"base"		"tools, compiler"		"methods"	"snow, Rmpi, mirai, parallelly"	"Part of R 4.6.1"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:20:30 UTC; windows"					
"parallelly"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.48.0"			"parallel, tools, utils"		"commonmark, base64enc"		"LGPL (>= 2.1)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:41 UTC; windows"		"CRAN"			
"patchwork"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.3.2"			"ggplot2 (>= 3.0.0), gtable (>= 0.3.6), grid, stats, grDevices,
utils, graphics, rlang (>= 1.0.0), cli, farver"		"knitr, rmarkdown, gridGraphics, gridExtra, ragg, testthat (>=
2.1.0), vdiffr, covr, png, gt (>= 0.11.0)"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 03:03:58 UTC; windows"		"CRAN"			
"pbapply"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.7-5"		"R (>= 3.2.0)"	"parallel"		"shiny, future, future.apply"		"GPL (>= 2)"					"no"	"R 4.6.1; ; 2026-09-09 00:54:39 UTC; windows"		"CRAN"			
"pbkrtest"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"0.5.5"		"R (>= 4.2.0), lme4 (>= 1.1.31)"	"broom, dplyr, MASS, methods, numDeriv, Matrix (>= 1.2.3), doBy
(>= 4.6.22)"		"nlme, markdown, knitr"		"GPL (>= 2)"					"no"	"R 4.6.1; ; 2026-09-09 04:52:36 UTC; windows"		"CRAN"			
"pheatmap"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.0.13"		"R (>= 2.0)"	"grid, RColorBrewer, scales, gtable, stats, grDevices, graphics"				"GPL-2"					"no"	"R 4.6.1; ; 2026-09-09 02:23:58 UTC; windows"		"CRAN"			
"pillar"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.11.1"			"cli (>= 2.3.0), glue, lifecycle, rlang (>= 1.0.2), utf8 (>=
1.1.0), utils, vctrs (>= 0.5.0)"		"bit64, DBI, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nanotime, nycflights13, palmerpenguins,
rmarkdown, scales, stringi, survival, testthat (>= 3.1.1),
tibble, units (>= 0.7.2), vdiffr, withr"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 02:40:23 UTC; windows"		"CRAN"			
"pkgbuild"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.4.8"		"R (>= 3.5)"	"callr (>= 3.2.0), cli (>= 3.4.0), desc, processx, R6"		"covr, cpp11, knitr, Rcpp, rmarkdown, testthat (>= 3.2.0),
withr (>= 2.3.0)"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 02:40:26 UTC; windows"		"CRAN"			
"pkgconfig"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.0.3"			"utils"		"covr, testthat, disposables (>= 1.0.3)"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 00:54:02 UTC; windows"		"CRAN"			
"plotly"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"4.12.1"		"R (>= 3.5.0), ggplot2 (>= 3.0.0)"	"tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, rlang (>= 1.0.0), crosstalk, purrr,
data.table, promises"		"MASS, maps, hexbin, ggthemes, GGally, ggalluvial, testthat,
knitr, shiny (>= 1.1.0), shinytest2, curl, rmarkdown, Cairo,
broom, webshot, listviewer, dendextend, sf, png, IRdisplay,
processx, plotlyGeoAssets, forcats, withr, palmerpenguins,
rversions, reticulate, rsvg, ggridges"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 04:12:12 UTC; windows"		"CRAN"			
"plyr"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.8.9"		"R (>= 3.1.0)"	"Rcpp (>= 0.11.0)"	"Rcpp"	"abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-02 02:33:29 UTC; windows"		"CRAN"			
"png"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.1-9"		"R (>= 2.9.0)"					"GPL-2 | GPL-3"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-08-19 11:46:52 UTC; windows"		"CRAN"			
"polyclip"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.10-7"		"R (>= 3.5.0)"					"BSL"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-08-19 11:47:28 UTC; windows"		"CRAN"			
"polynom"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"1.4-1"			"stats, graphics"		"knitr, rmarkdown"		"GPL-2"					"no"	"R 4.6.1; ; 2026-09-09 00:55:03 UTC; windows"		"CRAN"			
"posterior"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.7.0"		"R (>= 3.2.0)"	"methods, abind, checkmate, rlang (>= 1.0.6), stats, tibble (>=
3.1.0), vctrs (>= 0.5.0), tensorA, pillar, distributional,
parallel, matrixStats"		"testthat (>= 2.1.0), caret (>= 6.0-84), gbm (>= 2.1.8),
randomForest (>= 4.6.14), e1071 (>= 1.7-3), dplyr, tidyr,
knitr, ggplot2, ggdist, rmarkdown"		"BSD_3_clause + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 03:05:08 UTC; windows"		"CRAN"			
"processx"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"3.9.0"		"R (>= 3.4.0)"	"ps (>= 1.9.3), R6, utils"		"callr (>= 3.7.3), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0),
webfakes, withr"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 01:55:58 UTC; windows"		"CRAN"			
"progressr"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.0.0"		"R (>= 3.5.0)"	"digest, utils"		"graphics, tcltk, beepr, cli, crayon, pbmcapply, progress,
purrr, foreach, plyr, doFuture, future, future.apply, furrr,
ntfy, RPushbullet, rstudioapi, shiny, commonmark, base64enc,
tools"		"Apache License (>= 2)"					"no"	"R 4.6.1; ; 2026-09-09 00:54:41 UTC; windows"		"CRAN"			
"promises"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.5.0"		"R (>= 4.1.0)"	"fastmap (>= 1.1.0), later, lifecycle, magrittr (>= 1.5), otel
(>= 0.2.0), R6, rlang"		"future (>= 1.21.0), knitr, mirai, otelsdk (>= 0.2.0), purrr,
Rcpp, rmarkdown, spelling, testthat (>= 3.0.0), vembedr"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 02:20:50 UTC; windows"		"CRAN"			
"ps"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.9.3"		"R (>= 3.4)"	"utils"		"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0), webfakes, withr"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:50 UTC; windows"		"CRAN"			
"purrr"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.2.2"		"R (>= 4.1)"	"cli (>= 3.6.1), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 1.1.1), vctrs (>= 0.6.3)"	"cli"	"carrier (>= 0.3.0), covr, dplyr (>= 0.7.8), httr, knitr,
lubridate, mirai (>= 2.5.1), rmarkdown, testthat (>= 3.0.0),
tibble, tidyselect"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-02 03:15:05 UTC; windows"		"CRAN"			
"quantreg"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"6.1"		"R (>= 3.5), stats, SparseM"	"methods, graphics, Matrix, MatrixModels, survival, MASS"		"interp, rgl, logspline, nor1mix, Formula, zoo, R.rsp, conquer"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-02 03:15:10 UTC; windows"		"CRAN"			
"rappdirs"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.3.4"		"R (>= 4.1)"			"covr, roxygen2, testthat (>= 3.2.0), withr"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:02 UTC; windows"		"CRAN"			
"rbibutils"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"2.4.1"		"R (>= 2.10)"	"utils, tools"		"testthat"		"GPL-2"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:01 UTC; windows"		"CRAN"			
"reformulas"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"0.4.4"			"stats, methods, Matrix, Rdpack"		"lme4, tinytest, glmmTMB, Formula"		"GPL-3"					"no"	"R 4.6.1; ; 2026-09-09 02:20:45 UTC; windows"		"CRAN"			
"registry"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"0.5-1"		"R (>= 2.6.0)"	"utils"				"GPL-2"					"no"	"R 4.6.1; ; 2026-08-19 11:48:59 UTC; windows"		"CRAN"			
"reshape2"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.4.5"		"R (>= 3.1)"	"plyr (>= 1.8.1), Rcpp, stringr"	"Rcpp"	"covr, lattice, testthat (>= 3.0.0)"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 03:03:47 UTC; windows"		"CRAN"			
"reticulate"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.47.0"		"R (>= 3.5)"	"Matrix, Rcpp (>= 1.0.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, rlang, withr"	"Rcpp"	"callr, knitr, glue, cli, rmarkdown, pillar, testthat"		"Apache License 2.0"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 01:56:24 UTC; windows"		"CRAN"			
"rjson"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.2.23"		"R (>= 4.0.0)"					"GPL-2"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-08-19 11:49:25 UTC; windows"		"CRAN"			
"rlang"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.3.0"		"R (>= 4.0.0)"	"utils"		"cli (>= 3.1.0), covr, crayon, desc, fs, glue, knitr,
magrittr, methods, pillar, pkgload, rmarkdown, stats, testthat
(>= 3.3.2), tibble, usethis, vctrs (>= 0.2.3), withr"	"winch"	"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:54:04 UTC; windows"		"CRAN"			
"rmarkdown"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.32"		"R (>= 3.0)"	"bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.50), methods, tinytex (>= 0.31), tools, utils, xfun (>=
0.36), yaml (>= 2.1.19)"		"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, cleanrmd, withr (>= 2.4.2), xml2"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 03:03:43 UTC; windows"		"CRAN"			
"rngtools"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"1.5.2"		"R (>= 3.2.0), methods"	"digest, utils, stats, parallel"		"covr, RUnit, testthat"		"GPL-3"					"no"	"R 4.6.1; ; 2026-09-09 00:57:05 UTC; windows"		"CRAN"			
"rpart"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/r_runtime/library"	"4.1.27"	"recommended"	"R (>= 2.15.0), graphics, stats, grDevices"			"survival"		"GPL-2 | GPL-3"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-06-24 08:32:48 UTC; windows"		"CRAN"			
"rprojroot"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.1.1"		"R (>= 3.0.0)"			"covr, knitr, lifecycle, rlang, rmarkdown, testthat (>=
3.2.0), withr"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 00:54:04 UTC; windows"		"CRAN"			
"rstan"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.32.7"		"R (>= 3.4.0), StanHeaders (>= 2.32.0)"	"methods, stats4, inline (>= 0.3.19), gridExtra (>= 2.3), Rcpp
(>= 1.0.7), RcppParallel (>= 5.1.4), loo (>= 2.4.1), pkgbuild
(>= 1.2.0), QuickJSR, ggplot2 (>= 3.3.5)"	"Rcpp (>= 1.0.7), RcppEigen (>= 0.3.4.0.0), BH (>= 1.75.0-0),
StanHeaders (>= 2.32.0), RcppParallel (>= 5.1.4)"	"testthat (>= 3.0.4), parallel, KernSmooth, shinystan,
bayesplot, rmarkdown, rstantools, rstudioapi, Matrix, knitr,
coda, V8"		"GPL (>= 3)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 03:39:35 UTC; windows"		"CRAN"			
"rstantools"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.7.1"			"desc, stats, utils, Rcpp (>= 0.12.16), RcppParallel (>=
5.0.1), QuickJSR"		"rstan (>= 2.17.2), usethis (>= 1.5.1), testthat (>= 2.0.0),
knitr, pkgbuild, pkgload, roxygen2 (>= 7.0.0), rmarkdown,
rstudioapi"		"GPL (>= 3)"					"no"	"R 4.6.1; ; 2026-09-09 01:56:47 UTC; windows"		"CRAN"			
"rstatix"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"1.1.0"		"R (>= 3.3.0)"	"stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.2.0), car, generics (>= 0.0.2)"		"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat (>= 3.1.7), spelling"		"GPL-2"					"no"	"R 4.6.1; ; 2026-09-09 04:53:39 UTC; windows"		"CRAN"			
"rsvd"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.0.5"		"R (>= 4.0.0)"	"Matrix"		"ggplot2, testthat"		"GPL (>= 3)"					"no"	"R 4.6.1; ; 2026-09-09 01:59:15 UTC; windows"		"CRAN"			
"sass"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.4.10"			"fs (>= 1.2.4), rlang (>= 0.4.10), htmltools (>= 0.5.1), R6,
rappdirs"		"testthat, knitr, rmarkdown, withr, shiny, curl"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 02:20:49 UTC; windows"		"CRAN"			
"scales"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.4.0"		"R (>= 4.1)"	"cli, farver (>= 2.0.3), glue, labeling, lifecycle, R6,
RColorBrewer, rlang (>= 1.1.0), viridisLite"		"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), stringi,
testthat (>= 3.0.0)"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 02:20:47 UTC; windows"		"CRAN"			
"scater"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.40.2"		"SingleCellExperiment, scuttle, ggplot2"	"stats, utils, methods, Matrix, BiocGenerics, S4Vectors,
SummarizedExperiment, MatrixGenerics, SparseArray,
DelayedArray, beachmat, BiocNeighbors, BiocSingular,
BiocParallel, rlang, ggbeeswarm, viridis, Rtsne, RColorBrewer,
RcppML, uwot, pheatmap, ggrepel"		"BiocStyle, DelayedMatrixStats, snifter, densvis, cowplot,
biomaRt, knitr, scRNAseq, robustbase, rmarkdown, testthat,
Biobase, scattermore, ggrastr, MASS"		"GPL-3"					"no"	"R 4.6.1; ; 2026-06-30 13:37:27 UTC; windows"		"Bioconductor 3.23"	"https://github.com/bioc/scater"	"ca4fc15bb520ebbc7dd3a889217209061c68f3af"	"ImmunoOncology, SingleCell, RNASeq, QualityControl,
Preprocessing, Normalization, Visualization,
DimensionReduction, Transcriptomics, GeneExpression,
Sequencing, Software, DataImport, DataRepresentation,
Infrastructure, Coverage"
"scattermore"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.2"			"ggplot2, scales, grid, grDevices, graphics"		"covr, knitr, rmarkdown, testthat"		"GPL (>= 3)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 02:42:11 UTC; windows"		"CRAN"			
"scran"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.40.0"		"SingleCellExperiment, scuttle"	"SummarizedExperiment, S4Vectors, BiocGenerics, BiocParallel,
Rcpp, stats, methods, utils, Matrix, edgeR, limma, igraph,
statmod, MatrixGenerics, S4Arrays, DelayedArray, BiocSingular,
bluster, metapod, dqrng, beachmat"	"Rcpp, beachmat, BH, dqrng, scuttle"	"testthat, BiocStyle, knitr, rmarkdown, DelayedMatrixStats,
HDF5Array, scRNAseq, dynamicTreeCut, ResidualMatrix,
ScaledMatrix, DESeq2, pheatmap, scater, scrapper"		"GPL-3"					"yes"	"R 4.6.0; x86_64-w64-mingw32; 2026-05-30 09:16:49 UTC; windows"		"https://bioc-release.r-universe.dev"	"https://github.com/bioc/scran"	"24a6fe7a83a1b6a0e85c2856c2d39b767b4597fd"	"ImmunoOncology, Normalization, Sequencing, RNASeq, Software,
GeneExpression, Transcriptomics, SingleCell, Clustering"
"sctransform"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"0.4.3"		"R (>= 3.6.0)"	"dplyr, magrittr, MASS, Matrix (>= 1.5-0), methods,
future.apply, future, parallelly, ggplot2, reshape2, rlang,
gridExtra, matrixStats"	"RcppArmadillo, Rcpp (>= 0.11.0)"	"irlba, testthat, knitr"	"glmGamPoi"	"GPL-3 | file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 03:22:52 UTC; windows"		"CRAN"			
"scuttle"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.22.0"		"SingleCellExperiment"	"methods, utils, stats, Matrix, Rcpp, BiocGenerics, S4Vectors,
BiocParallel, GenomicRanges, SummarizedExperiment, S4Arrays,
MatrixGenerics, SparseArray, DelayedArray, beachmat"	"Rcpp, beachmat, assorthead"	"BiocStyle, knitr, scRNAseq, rmarkdown, testthat,
sparseMatrixStats, DelayedMatrixStats, scran"		"GPL-3"					"yes"	"R 4.6.0; x86_64-w64-mingw32; 2026-05-02 09:50:48 UTC; windows"		"https://bioc-release.r-universe.dev"	"https://github.com/bioc/scuttle"	"d56a81e414939eefecd55ec68712a4be3d6858ab"	"ImmunoOncology, SingleCell, RNASeq, QualityControl,
Preprocessing, Normalization, Transcriptomics, GeneExpression,
Sequencing, Software, DataImport"
"shape"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.4.6.1"		"R (>= 2.01)"	"stats, graphics, grDevices"				"GPL (>= 3)"					"no"	"R 4.6.1; ; 2026-08-19 11:46:34 UTC; windows"		"CRAN"			
"shiny"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"1.14.0"		"methods, R (>= 3.1.2)"	"bslib (>= 0.6.0), cachem (>= 1.1.0), cli, commonmark (>=
2.0.0), fastmap (>= 1.1.1), fontawesome (>= 0.4.0), glue (>=
1.3.2), grDevices, htmltools (>= 0.5.4), httpuv (>= 1.5.2),
jsonlite (>= 0.9.16), later (>= 1.0.0), lifecycle (>= 0.2.0),
mime (>= 0.3), otel, promises (>= 1.5.0), R6 (>= 2.0), rlang
(>= 0.4.10), sourcetools, tools, utils, withr, xtable"		"Cairo (>= 1.5-5), coro (>= 1.1.0), datasets, DT, dygraphs,
future, ggplot2, knitr (>= 1.6), magrittr, markdown, mirai,
otelsdk (>= 0.2.0), ragg, reactlog (>= 1.0.0), rmarkdown, sass,
shinytest2, showtext, testthat (>= 3.2.1), watcher, yaml"		"MIT + file LICENSE"					"no"	"R 4.6.1; ; 2026-09-09 03:03:41 UTC; windows"		"CRAN"			
"sitmo"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_decontx/rlibrary"	"2.0.2"		"R (>= 3.2.0)"	"Rcpp (>= 0.12.13)"	"Rcpp"	"knitr, rmarkdown, ggplot2"		"MIT + file LICENSE"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 00:59:57 UTC; windows"		"CRAN"			
"sna"	"C:/Users/admin/Documents/Codex/2026-09-09/duo/work/repro_v3_cellchat/rlibrary"	"2.8"		"R (>= 2.0.0), utils, statnet.common, network"			"rgl, numDeriv, SparseM"		"GPL (>= 2)"					"yes"	"R 4.6.1; x86_64-w64-mingw32; 2026-09-09 03:21:04 UTC; windows"		"CRAN"			
